Salary Structure,Grade Level,Step,GradeLevel/Step,Annual Salary
PPPRA,JS 2,13,PPPRA/JS 2/13,3198124.35
PPPRA,JS 2,14,PPPRA/JS 2/14,3495856.78
PPPRA,JS 2,15,PPPRA/JS 2/15,3823362.46
PPPRA,JS 1,1,PPPRA/JS 1/1,1434354.32
PPPRA,JS 1,2,PPPRA/JS 1/2,1525370.89
PPPRA,JS 1,3,PPPRA/JS 1/3,1623213.71
PPPRA,JS 1,4,PPPRA/JS 1/4,1728394.74
PPPRA,JS 1,5,PPPRA/JS 1/5,1841464.35
PPPRA,JS 1,6,PPPRA/JS 1/6,1963014.17
PPPRA,JS 1,7,PPPRA/JS 1/7,2137235.59
PPPRA,JS 1,8,PPPRA/JS 1/8,2328879.15
PPPRA,JS 1,9,PPPRA/JS 1/9,2539687.06
PPPRA,JS 1,10,PPPRA/JS 1/10,2771575.77
PPPRA,JS 1,11,PPPRA/JS 1/11,3026653.35
PPPRA,JS 1,12,PPPRA/JS 1/12,3307238.68
PPPRA,JS 1,13,PPPRA/JS 1/13,3615882.55
PPPRA,JS 1,14,PPPRA/JS 1/14,3955390.8
PPPRA,JS 1,15,PPPRA/JS 1/15,4328849.88
PPPRA,SS 7,1,PPPRA/SS 7/1,1914548.03
PPPRA,SS 7,2,PPPRA/SS 7/2,2041579.13
PPPRA,SS 7,3,PPPRA/SS 7/3,2178137.57
PPPRA,SS 7,4,PPPRA/SS 7/4,2324937.88
PPPRA,SS 7,5,PPPRA/SS 7/5,2482748.23
PPPRA,SS 7,6,PPPRA/SS 7/6,2652394.34
PPPRA,SS 7,7,PPPRA/SS 7/7,2895553.78
PPPRA,SS 7,8,PPPRA/SS 7/8,3163029.15
PPPRA,SS 7,9,PPPRA/SS 7/9,3457252.07
PPPRA,SS 7,10,PPPRA/SS 7/10,3780897.28
PPPRA,SS 7,11,PPPRA/SS 7/11,4136907
PPPRA,SS 7,12,PPPRA/SS 7/12,4528517.7
PPPRA,SS 7,13,PPPRA/SS 7/13,4959289.47
PPPRA,SS 7,14,PPPRA/SS 7/14,5433138.42
PPPRA,SS 7,15,PPPRA/SS 7/15,5954372.26
PPPRA,SS 6,1,PPPRA/SS 6/1,2046239.62
PPPRA,SS 6,2,PPPRA/SS 6/2,2183147.59
PPPRA,SS 6,3,PPPRA/SS 6/3,2330323.66
PPPRA,SS 6,4,PPPRA/SS 6/4,2488537.94
PPPRA,SS 6,5,PPPRA/SS 6/5,2658618.28
PPPRA,SS 6,6,PPPRA/SS 6/6,2841454.66
PPPRA,SS 6,7,PPPRA/SS 6/7,3103520.12
PPPRA,SS 6,8,PPPRA/SS 6/8,3391792.13
PPPRA,SS 6,9,PPPRA/SS 6/9,3708891.35
PPPRA,SS 6,10,PPPRA/SS 6/10,4057700.48
PPPRA,SS 6,11,PPPRA/SS 6/11,4441390.53
PPPRA,SS 6,12,PPPRA/SS 6/12,4863449.58
PPPRA,SS 6,13,PPPRA/SS 6/13,5327714.54
PPPRA,SS 6,14,PPPRA/SS 6/14,5838406
PPPRA,SS 6,15,PPPRA/SS 6/15,6400166.6
PPPRA,SS 5,1,PPPRA/SS 5/1,2263158.69
PPPRA,SS 5,2,PPPRA/SS 5/2,2416335.6
PPPRA,SS 5,3,PPPRA/SS 5/3,2581000.77
PPPRA,SS 5,4,PPPRA/SS 5/4,2758015.82
PPPRA,SS 5,5,PPPRA/SS 5/5,2948307.01
PPPRA,SS 5,6,PPPRA/SS 5/6,3152870.04
PPPRA,SS 5,7,PPPRA/SS 5/7,3446077.04
PPPRA,SS 5,8,PPPRA/SS 5/8,3768604.74
PPPRA,SS 5,9,PPPRA/SS 5/9,4123385.22
PPPRA,SS 5,10,PPPRA/SS 5/10,4513643.74
PPPRA,SS 5,11,PPPRA/SS 5/11,4942928.11
PPPRA,SS 5,12,PPPRA/SS 5/12,5415140.92
PPPRA,SS 5,13,PPPRA/SS 5/13,5934575.02
PPPRA,SS 5,14,PPPRA/SS 5/14,6505952.52
PPPRA,SS 5,15,PPPRA/SS 5/15,7134467.77
PPPRA,SS 4,1,PPPRA/SS 4/1,3089456.59
PPPRA,SS 4,2,PPPRA/SS 4/2,3301635.84
PPPRA,SS 4,3,PPPRA/SS 4/3,3529728.53
PPPRA,SS 4,4,PPPRA/SS 4/4,3774928.17
PPPRA,SS 4,5,PPPRA/SS 4/5,4038517.78
PPPRA,SS 4,6,PPPRA/SS 4/6,4321876.61
PPPRA,SS 4,7,PPPRA/SS 4/7,4728024.27
PPPRA,SS 4,8,PPPRA/SS 4/8,5174786.7
PPPRA,SS 4,9,PPPRA/SS 4/9,5666225.37
PPPRA,SS 4,10,PPPRA/SS 4/10,6206807.91
PPPRA,SS 4,11,PPPRA/SS 4/11,6801448.7
PPPRA,SS 4,12,PPPRA/SS 4/12,7455553.57
PPPRA,SS 4,13,PPPRA/SS 4/13,8175068.92
PPPRA,SS 4,14,PPPRA/SS 4/14,8966535.82
PPPRA,SS 4,15,PPPRA/SS 4/15,9837149.4
PPPRA,SS 3,1,PPPRA/SS 3/1,3426159.26
PPPRA,SS 3,2,PPPRA/SS 3/2,3663591.21
PPPRA,SS 3,3,PPPRA/SS 3/3,3918830.55
PPPRA,SS 3,4,PPPRA/SS 3/4,4193212.84
PPPRA,SS 3,5,PPPRA/SS 3/5,4488173.8
PPPRA,SS 3,6,PPPRA/SS 3/6,4805256.84
PPPRA,SS 3,7,PPPRA/SS 3/7,5259742.52
PPPRA,SS 3,8,PPPRA/SS 3/8,5759676.77
PPPRA,SS 3,9,PPPRA/SS 3/9,6309604.45
PPPRA,SS 3,10,PPPRA/SS 3/10,6914524.89
PPPRA,SS 3,11,PPPRA/SS 3/11,7579937.38
PPPRA,SS 3,12,PPPRA/SS 3/12,8311891.12
PPPRA,SS 3,13,PPPRA/SS 3/13,9117040.23
PPPRA,SS 3,14,PPPRA/SS 3/14,10002704.26
PPPRA,SS 3,15,PPPRA/SS 3/15,10976934.68
PPPRA,SS 2,1,PPPRA/SS 2/1,3723669.22
PPPRA,SS 2,2,PPPRA/SS 2/2,3983144.41
PPPRA,SS 2,3,PPPRA/SS 2/3,4262080.24
PPPRA,SS 2,4,PPPRA/SS 2/4,4561936.26
PPPRA,SS 2,5,PPPRA/SS 2/5,4884281.48
PPPRA,SS 2,6,PPPRA/SS 2/6,5230802.59
PPPRA,SS 2,7,PPPRA/SS 2/7,5727482.85
PPPRA,SS 2,8,PPPRA/SS 2/8,6273831.13
PPPRA,SS 2,9,PPPRA/SS 2/9,6874814.25
PPPRA,SS 2,10,PPPRA/SS 2/10,7535895.67
PPPRA,SS 2,11,PPPRA/SS 2/11,8263085.24
PPPRA,SS 2,12,PPPRA/SS 2/12,9062993.76
PPPRA,SS 2,13,PPPRA/SS 2/13,9942893.14
PPPRA,SS 2,14,PPPRA/SS 2/14,10910782.45
PPPRA,SS 2,15,PPPRA/SS 2/15,11975460.7
PPPRA,SS 1,1,PPPRA/SS 1/1,4324869.32
PPPRA,SS 1,2,PPPRA/SS 1/2,4628354.52
PPPRA,SS 1,3,PPPRA/SS 1/3,4954601.11
PPPRA,SS 1,4,PPPRA/SS 1/4,5305316.19
PPPRA,SS 1,5,PPPRA/SS 1/5,5682334.91
PPPRA,SS 1,6,PPPRA/SS 1/6,6222728.4
PPPRA,SS 1,7,PPPRA/SS 1/7,6817161.24
PPPRA,SS 1,8,PPPRA/SS 1/8,7471037.36
PPPRA,SS 1,9,PPPRA/SS 1/9,8190301.1
PPPRA,SS 1,10,PPPRA/SS 1/10,8981491.21
PPPRA,SS 1,11,PPPRA/SS 1/11,9851800.33
PPPRA,SS 1,12,PPPRA/SS 1/12,10809140.36
PPPRA,SS 1,13,PPPRA/SS 1/13,11862214.4
PPPRA,SS 1,14,PPPRA/SS 1/14,13020595.84
PPPRA,SS 1,15,PPPRA/SS 1/15,14294815.42
PPPRA,M 6 ,1,PPPRA/M 6 /1,7019066.29
PPPRA,M 6 ,2,PPPRA/M 6 /2,7520836.26
PPPRA,M 6 ,3,PPPRA/M 6 /3,8060238.98
PPPRA,M 6 ,4,PPPRA/M 6 /4,8640096.9
PPPRA,M 6 ,5,PPPRA/M 6 /5,9263444.17
PPPRA,M 6 ,6,PPPRA/M 6 /6,10156908.59
PPPRA,M 6 ,7,PPPRA/M 6 /7,11139719.45
PPPRA,M 6 ,8,PPPRA/M 6 /8,12220811.39
PPPRA,M 6 ,9,PPPRA/M 6 /9,13410012.53
PPPRA,M 6 ,10,PPPRA/M 6 /10,14718133.78
PPPRA,M 6 ,11,PPPRA/M 6 /11,16157067.16
PPPRA,M 6 ,12,PPPRA/M 6 /12,17739893.88
PPPRA,M 6 ,13,PPPRA/M 6 /13,19481003.27
PPPRA,M 6 ,14,PPPRA/M 6 /14,21396223.59
PPPRA,M 6 ,15,PPPRA/M 6 /15,23502965.95
PPPRA,M 5,1,PPPRA/M 5/1,8032677.37
PPPRA,M 5,2,PPPRA/M 5/2,8610468.18
PPPRA,M 5,3,PPPRA/M 5/3,9231593.29
PPPRA,M 5,4,PPPRA/M 5/4,9899302.79
PPPRA,M 5,5,PPPRA/M 5/5,10617090.49
PPPRA,M 5,6,PPPRA/M 5/6,11645919.54
PPPRA,M 5,7,PPPRA/M 5/7,12777631.5
PPPRA,M 5,8,PPPRA/M 5/8,14022514.65
PPPRA,M 5,9,PPPRA/M 5/9,15391886.11
PPPRA,M 5,10,PPPRA/M 5/10,16898194.72
PPPRA,M 5,11,PPPRA/M 5/11,18555134.2
PPPRA,M 5,12,PPPRA/M 5/12,20377767.62
PPPRA,M 5,13,PPPRA/M 5/13,22382664.38
PPPRA,M 4,1,PPPRA/M 4/1,8520066.83
PPPRA,M 4,2,PPPRA/M 4/2,9134411.84
PPPRA,M 4,3,PPPRA/M 4/3,9794832.73
PPPRA,M 4,4,PPPRA/M 4/4,10504785.19
PPPRA,M 4,5,PPPRA/M 4/5,11267984.08
PPPRA,M 4,6,PPPRA/M 4/6,12361902.48
PPPRA,M 4,7,PPPRA/M 4/7,13565212.73
PPPRA,M 4,8,PPPRA/M 4/8,14888854
PPPRA,M 4,9,PPPRA/M 4/9,16344859.4
PPPRA,M 4,10,PPPRA/M 4/10,17946465.34
PPPRA,M 4,11,PPPRA/M 4/11,19708231.88
PPPRA,M 4,12,PPPRA/M 4/12,21646175.07
PPPRA,M 4,13,PPPRA/M 4/13,23777912.57
PPPRA,M 3,1,PPPRA/M 3/1,12035086.6
PPPRA,M 3,2,PPPRA/M 3/2,12913058.1
PPPRA,M 3,3,PPPRA/M 3/3,13856877.46
PPPRA,M 3,4,PPPRA/M 3/4,14871483.26
PPPRA,M 3,5,PPPRA/M 3/5,15962184.51
PPPRA,M 3,6,PPPRA/M 3/6,17525522.96
PPPRA,M 3,7,PPPRA/M 3/7,19245195.26
PPPRA,M 3,8,PPPRA/M 3/8,21136834.78
PPPRA,M 3,9,PPPRA/M 3/9,23217638.26
PPPRA,M 3,10,PPPRA/M 3/10,25506522.09
PPPRA,M 3,11,PPPRA/M 3/11,28024294.29
PPPRA,M 2,1,PPPRA/M 2/1,15191829.77
PPPRA,M 2,2,PPPRA/M 2/2,16306557
PPPRA,M 2,3,PPPRA/M 2/3,17504888.78
PPPRA,M 2,4,PPPRA/M 2/4,18793095.43
PPPRA,M 2,5,PPPRA/M 2/5,20177917.59
PPPRA,M 2,6,PPPRA/M 2/6,22162829.35
PPPRA,M 2,7,PPPRA/M 2/7,24346232.29
PPPRA,M 2,8,PPPRA/M 2/8,26747975.51
PPPRA,M 2,9,PPPRA/M 2/9,29389893.07
PPPRA,M 1,1,PPPRA/M 1/1,13647461.34
PPPRA,M 1,2,PPPRA/M 1/2,15312293.74
PPPRA,M 1,3,PPPRA/M 1/3,17185230.73
PPPRA,M 1,4,PPPRA/M 1/4,19292284.84
PPPRA,M 1,5,PPPRA/M 1/5,21662721.51
PPPRA,M 1,6,PPPRA/M 1/6,24329462.23
PPPRA,M 1,7,PPPRA/M 1/7,27329543.14
PPPRA,M 1,8,PPPRA/M 1/8,30704635.5
CONNEPCSS,1,1,CONNEPCSS/1/1,297595
CONNEPCSS,1,2,CONNEPCSS/1/2,306544
CONNEPCSS,1,3,CONNEPCSS/1/3,315495
CONNEPCSS,1,4,CONNEPCSS/1/4,324444
CONNEPCSS,1,5,CONNEPCSS/1/5,333395
CONNEPCSS,1,6,CONNEPCSS/1/6,342344
CONNEPCSS,1,7,CONNEPCSS/1/7,351294
CONNEPCSS,1,8,CONNEPCSS/1/8,360244
CONNEPCSS,1,9,CONNEPCSS/1/9,369194
CONNEPCSS,1,10,CONNEPCSS/1/10,378144
CONNEPCSS,1,11,CONNEPCSS/1/11,387094
CONNEPCSS,2,1,CONNEPCSS/2/1,396793
CONNEPCSS,2,2,CONNEPCSS/2/2,407794
CONNEPCSS,2,3,CONNEPCSS/2/3,418793
CONNEPCSS,2,4,CONNEPCSS/2/4,429793
CONNEPCSS,2,5,CONNEPCSS/2/5,440793
CONNEPCSS,2,6,CONNEPCSS/2/6,451793
CONNEPCSS,2,7,CONNEPCSS/2/7,462794
CONNEPCSS,2,8,CONNEPCSS/2/8,473793
CONNEPCSS,2,9,CONNEPCSS/2/9,484793
CONNEPCSS,2,10,CONNEPCSS/2/10,495792
CONNEPCSS,2,11,CONNEPCSS/2/11,506793
CONNEPCSS,3,1,CONNEPCSS/3/1,413326
CONNEPCSS,3,2,CONNEPCSS/3/2,428680
CONNEPCSS,3,3,CONNEPCSS/3/3,444033
CONNEPCSS,3,4,CONNEPCSS/3/4,459387
CONNEPCSS,3,5,CONNEPCSS/3/5,474740
CONNEPCSS,3,6,CONNEPCSS/3/6,490095
CONNEPCSS,3,7,CONNEPCSS/3/7,505449
CONNEPCSS,3,8,CONNEPCSS/3/8,520802
CONNEPCSS,3,9,CONNEPCSS/3/9,536156
CONNEPCSS,3,10,CONNEPCSS/3/10,551509
CONNEPCSS,3,11,CONNEPCSS/3/11,566863
CONNEPCSS,4,1,CONNEPCSS/4/1,495991
CONNEPCSS,4,2,CONNEPCSS/4/2,519060
CONNEPCSS,4,3,CONNEPCSS/4/3,542129
CONNEPCSS,4,4,CONNEPCSS/4/4,565198
CONNEPCSS,4,5,CONNEPCSS/4/5,588267
CONNEPCSS,4,6,CONNEPCSS/4/6,611338
CONNEPCSS,4,7,CONNEPCSS/4/7,634407
CONNEPCSS,4,8,CONNEPCSS/4/8,657475
CONNEPCSS,4,9,CONNEPCSS/4/9,680544
CONNEPCSS,4,10,CONNEPCSS/4/10,703613
CONNEPCSS,4,11,CONNEPCSS/4/11,726682
CONNEPCSS,5,1,CONNEPCSS/5/1,991983
CONNEPCSS,5,2,CONNEPCSS/5/2,1019439
CONNEPCSS,5,3,CONNEPCSS/5/3,1046894
CONNEPCSS,5,4,CONNEPCSS/5/4,1074350
CONNEPCSS,5,5,CONNEPCSS/5/5,1101806
CONNEPCSS,5,6,CONNEPCSS/5/6,1129263
CONNEPCSS,5,7,CONNEPCSS/5/7,1156718
CONNEPCSS,5,8,CONNEPCSS/5/8,1184174
CONNEPCSS,5,9,CONNEPCSS/5/9,1211630
CONNEPCSS,5,10,CONNEPCSS/5/10,1239085
CONNEPCSS,5,11,CONNEPCSS/5/11,1266541
CONNEPCSS,6,1,CONNEPCSS/6/1,1157313
CONNEPCSS,6,2,CONNEPCSS/6/2,1190004
CONNEPCSS,6,3,CONNEPCSS/6/3,1222695
CONNEPCSS,6,4,CONNEPCSS/6/4,1255388
CONNEPCSS,6,5,CONNEPCSS/6/5,1288079
CONNEPCSS,6,6,CONNEPCSS/6/6,1320770
CONNEPCSS,6,7,CONNEPCSS/6/7,1353461
CONNEPCSS,6,8,CONNEPCSS/6/8,1386152
CONNEPCSS,6,9,CONNEPCSS/6/9,1418844
CONNEPCSS,7,1,CONNEPCSS/7/1,1350515
CONNEPCSS,7,2,CONNEPCSS/7/2,1381918
CONNEPCSS,7,3,CONNEPCSS/7/3,1413322
CONNEPCSS,7,4,CONNEPCSS/7/4,1444725
CONNEPCSS,7,5,CONNEPCSS/7/5,1476129
CONNEPCSS,7,6,CONNEPCSS/7/6,1507531
CONNEPCSS,7,7,CONNEPCSS/7/7,1538934
CONNEPCSS,7,8,CONNEPCSS/7/8,1570338
CONNEPCSS,7,9,CONNEPCSS/7/9,1601740
CONNEPCSS,8,1,CONNEPCSS/8/1,1783795
CONNEPCSS,8,2,CONNEPCSS/8/2,1835293
CONNEPCSS,8,3,CONNEPCSS/8/3,1886790
CONNEPCSS,8,4,CONNEPCSS/8/4,1938289
CONNEPCSS,8,5,CONNEPCSS/8/5,1989786
CONNEPCSS,8,6,CONNEPCSS/8/6,2041272
CONNEPCSS,8,7,CONNEPCSS/8/7,2092782
CONNEPCSS,8,8,CONNEPCSS/8/8,2144279
CONNEPCSS,8,9,CONNEPCSS/8/9,2195777
CONNEPCSS,9,1,CONNEPCSS/9/1,2361502
CONNEPCSS,9,2,CONNEPCSS/9/2,2424847
CONNEPCSS,9,3,CONNEPCSS/9/3,2488192
CONNEPCSS,9,4,CONNEPCSS/9/4,2551537
CONNEPCSS,9,5,CONNEPCSS/9/5,2614882
CONNEPCSS,9,6,CONNEPCSS/9/6,2678227
CONNEPCSS,10,1,CONNEPCSS/10/1,2967713
CONNEPCSS,10,2,CONNEPCSS/10/2,3041852
CONNEPCSS,10,3,CONNEPCSS/10/3,3115991
CONNEPCSS,10,4,CONNEPCSS/10/4,3190130
CONNEPCSS,10,5,CONNEPCSS/10/5,3264269
CONNEPCSS,10,6,CONNEPCSS/10/6,3338408
CONNEPCSS,11,1,CONNEPCSS/11/1,3198796
CONNEPCSS,11,2,CONNEPCSS/11/2,3287897
CONNEPCSS,11,3,CONNEPCSS/11/3,3376999
CONNEPCSS,11,4,CONNEPCSS/11/4,3466100
CONNEPCSS,11,5,CONNEPCSS/11/5,3555203
CONNEPCSS,11,6,CONNEPCSS/11/6,3644304
CONNEPCSS,12,1,CONNEPCSS/12/1,4976435
CONNEPCSS,12,2,CONNEPCSS/12/2,5135002
CONNEPCSS,12,3,CONNEPCSS/12/3,5293569
CONNEPCSS,12,4,CONNEPCSS/12/4,5452136
NIGCOMSAT,SC14,1,NIGCOMSAT/SC14/1,899796
NIGCOMSAT,SC14,2,NIGCOMSAT/SC14/2,905736
NIGCOMSAT,SC14,3,NIGCOMSAT/SC14/3,911676
NIGCOMSAT,SC14,4,NIGCOMSAT/SC14/4,917616
NIGCOMSAT,SC14,5,NIGCOMSAT/SC14/5,923556
NIGCOMSAT,SC14,6,NIGCOMSAT/SC14/6,929496
NIGCOMSAT,SC14,7,NIGCOMSAT/SC14/7,935436
NIGCOMSAT,SC14,8,NIGCOMSAT/SC14/8,941376
NIGCOMSAT,SC14,9,NIGCOMSAT/SC14/9,947316
NIGCOMSAT,SC14,10,NIGCOMSAT/SC14/10,953256
NIGCOMSAT,SC14,11,NIGCOMSAT/SC14/11,959196
NIGCOMSAT,SC14,12,NIGCOMSAT/SC14/12,965136
NIGCOMSAT,SC14,13,NIGCOMSAT/SC14/13,971076
NIGCOMSAT,SC13,1,NIGCOMSAT/SC13/1,956724
NIGCOMSAT,SC13,2,NIGCOMSAT/SC13/2,965040
NIGCOMSAT,SC13,3,NIGCOMSAT/SC13/3,973356
NIGCOMSAT,SC13,4,NIGCOMSAT/SC13/4,981672
NIGCOMSAT,SC13,5,NIGCOMSAT/SC13/5,989988
NIGCOMSAT,SC13,6,NIGCOMSAT/SC13/6,998304
NIGCOMSAT,SC13,7,NIGCOMSAT/SC13/7,1006620
NIGCOMSAT,SC13,8,NIGCOMSAT/SC13/8,1014936
NIGCOMSAT,SC13,9,NIGCOMSAT/SC13/9,1023252
NIGCOMSAT,SC13,10,NIGCOMSAT/SC13/10,1031568
NIGCOMSAT,SC13,11,NIGCOMSAT/SC13/11,1039884
NIGCOMSAT,SC13,12,NIGCOMSAT/SC13/12,1048200
NIGCOMSAT,SC13,13,NIGCOMSAT/SC13/13,1056516
NIGCOMSAT,SC12,1,NIGCOMSAT/SC12/1,1002756
NIGCOMSAT,SC12,2,NIGCOMSAT/SC12/2,1012572
NIGCOMSAT,SC12,3,NIGCOMSAT/SC12/3,1022388
NIGCOMSAT,SC12,4,NIGCOMSAT/SC12/4,1032204
NIGCOMSAT,SC12,5,NIGCOMSAT/SC12/5,1042020
NIGCOMSAT,SC12,6,NIGCOMSAT/SC12/6,1051836
NIGCOMSAT,SC12,7,NIGCOMSAT/SC12/7,1061652
NIGCOMSAT,SC12,8,NIGCOMSAT/SC12/8,1071468
NIGCOMSAT,SC12,9,NIGCOMSAT/SC12/9,1081284
NIGCOMSAT,SC12,10,NIGCOMSAT/SC12/10,1091100
NIGCOMSAT,SC12,11,NIGCOMSAT/SC12/11,1100916
NIGCOMSAT,SC12,12,NIGCOMSAT/SC12/12,1110732
NIGCOMSAT,SC12,13,NIGCOMSAT/SC12/13,1120548
NIGCOMSAT,SC11,1,NIGCOMSAT/SC11/1,1314456
NIGCOMSAT,SC11,2,NIGCOMSAT/SC11/2,1327332
NIGCOMSAT,SC11,3,NIGCOMSAT/SC11/3,1340208
NIGCOMSAT,SC11,4,NIGCOMSAT/SC11/4,1353084
NIGCOMSAT,SC11,5,NIGCOMSAT/SC11/5,1365960
NIGCOMSAT,SC11,6,NIGCOMSAT/SC11/6,1378836
NIGCOMSAT,SC11,7,NIGCOMSAT/SC11/7,1391712
NIGCOMSAT,SC11,8,NIGCOMSAT/SC11/8,1404588
NIGCOMSAT,SC11,9,NIGCOMSAT/SC11/9,1417464
NIGCOMSAT,SC11,10,NIGCOMSAT/SC11/10,1430340
NIGCOMSAT,SC11,11,NIGCOMSAT/SC11/11,1443216
NIGCOMSAT,SC11,12,NIGCOMSAT/SC11/12,1456092
NIGCOMSAT,SC11,13,NIGCOMSAT/SC11/13,1468968
NIGCOMSAT,SC10,1,NIGCOMSAT/SC10/1,1697016
NIGCOMSAT,SC10,2,NIGCOMSAT/SC10/2,1713816
NIGCOMSAT,SC10,3,NIGCOMSAT/SC10/3,1730616
NIGCOMSAT,SC10,4,NIGCOMSAT/SC10/4,1747416
NIGCOMSAT,SC10,5,NIGCOMSAT/SC10/5,1764216
NIGCOMSAT,SC10,6,NIGCOMSAT/SC10/6,1781016
NIGCOMSAT,SC10,7,NIGCOMSAT/SC10/7,1797816
NIGCOMSAT,SC10,8,NIGCOMSAT/SC10/8,1814616
NIGCOMSAT,SC10,9,NIGCOMSAT/SC10/9,1831416
NIGCOMSAT,SC10,10,NIGCOMSAT/SC10/10,1848216
NIGCOMSAT,SC10,11,NIGCOMSAT/SC10/11,1865016
NIGCOMSAT,SC10,12,NIGCOMSAT/SC10/12,1881816
NIGCOMSAT,SC10,13,NIGCOMSAT/SC10/13,1898616
NIGCOMSAT,SC09,1,NIGCOMSAT/SC09/1,1979988
NIGCOMSAT,SC09,2,NIGCOMSAT/SC09/2,2000172
NIGCOMSAT,SC09,3,NIGCOMSAT/SC09/3,2020356
NIGCOMSAT,SC09,4,NIGCOMSAT/SC09/4,2040540
NIGCOMSAT,SC09,5,NIGCOMSAT/SC09/5,2060724
NIGCOMSAT,SC09,6,NIGCOMSAT/SC09/6,2080908
NIGCOMSAT,SC09,7,NIGCOMSAT/SC09/7,2101092
NIGCOMSAT,SC09,8,NIGCOMSAT/SC09/8,2121276
NIGCOMSAT,SC09,9,NIGCOMSAT/SC09/9,2141460
NIGCOMSAT,SC09,10,NIGCOMSAT/SC09/10,2161644
NIGCOMSAT,SC09,11,NIGCOMSAT/SC09/11,2181828
NIGCOMSAT,SC09,12,NIGCOMSAT/SC09/12,2202012
NIGCOMSAT,SC09,13,NIGCOMSAT/SC09/13,2222196
NIGCOMSAT,SC08,1,NIGCOMSAT/SC08/1,3150000
NIGCOMSAT,SC08,2,NIGCOMSAT/SC08/2,3172044
NIGCOMSAT,SC08,3,NIGCOMSAT/SC08/3,3194088
NIGCOMSAT,SC08,4,NIGCOMSAT/SC08/4,3216132
NIGCOMSAT,SC08,5,NIGCOMSAT/SC08/5,3238176
NIGCOMSAT,SC08,6,NIGCOMSAT/SC08/6,3260220
NIGCOMSAT,SC08,7,NIGCOMSAT/SC08/7,3282264
NIGCOMSAT,SC08,8,NIGCOMSAT/SC08/8,3304308
NIGCOMSAT,SC08,9,NIGCOMSAT/SC08/9,3326352
NIGCOMSAT,SC08,10,NIGCOMSAT/SC08/10,3348396
NIGCOMSAT,SC08,11,NIGCOMSAT/SC08/11,3370440
NIGCOMSAT,SC08,12,NIGCOMSAT/SC08/12,3392484
NIGCOMSAT,SC08,13,NIGCOMSAT/SC08/13,3414528
NIGCOMSAT,SC07,1,NIGCOMSAT/SC07/1,4482660
NIGCOMSAT,SC07,2,NIGCOMSAT/SC07/2,4527036
NIGCOMSAT,SC07,3,NIGCOMSAT/SC07/3,4571412
NIGCOMSAT,SC07,4,NIGCOMSAT/SC07/4,4615788
NIGCOMSAT,SC07,5,NIGCOMSAT/SC07/5,4660164
NIGCOMSAT,SC07,6,NIGCOMSAT/SC07/6,4704540
NIGCOMSAT,SC07,7,NIGCOMSAT/SC07/7,4748916
NIGCOMSAT,SC07,8,NIGCOMSAT/SC07/8,4793292
NIGCOMSAT,SC07,9,NIGCOMSAT/SC07/9,4837668
NIGCOMSAT,SC07,10,NIGCOMSAT/SC07/10,4882044
NIGCOMSAT,SC07,11,NIGCOMSAT/SC07/11,4926420
NIGCOMSAT,SC07,12,NIGCOMSAT/SC07/12,4970796
NIGCOMSAT,SC07,13,NIGCOMSAT/SC07/13,5015172
NIGCOMSAT,SC06,1,NIGCOMSAT/SC06/1,7457844
NIGCOMSAT,SC06,2,NIGCOMSAT/SC06/2,7504824
NIGCOMSAT,SC06,3,NIGCOMSAT/SC06/3,7551804
NIGCOMSAT,SC06,4,NIGCOMSAT/SC06/4,7598784
NIGCOMSAT,SC06,5,NIGCOMSAT/SC06/5,7645764
NIGCOMSAT,SC06,6,NIGCOMSAT/SC06/6,7692744
NIGCOMSAT,SC06,7,NIGCOMSAT/SC06/7,7739724
NIGCOMSAT,SC06,8,NIGCOMSAT/SC06/8,7786704
NIGCOMSAT,SC06,9,NIGCOMSAT/SC06/9,7833684
NIGCOMSAT,SC06,10,NIGCOMSAT/SC06/10,7880664
NIGCOMSAT,SC06,11,NIGCOMSAT/SC06/11,7927644
NIGCOMSAT,SC06,12,NIGCOMSAT/SC06/12,7974624
NIGCOMSAT,SC06,13,NIGCOMSAT/SC06/13,8021604
NIGCOMSAT,SC05,1,NIGCOMSAT/SC05/1,8196036
NIGCOMSAT,SC05,2,NIGCOMSAT/SC05/2,8279628
NIGCOMSAT,SC05,3,NIGCOMSAT/SC05/3,8363220
NIGCOMSAT,SC05,4,NIGCOMSAT/SC05/4,8446812
NIGCOMSAT,SC05,5,NIGCOMSAT/SC05/5,8530404
NIGCOMSAT,SC05,6,NIGCOMSAT/SC05/6,8613996
NIGCOMSAT,SC05,7,NIGCOMSAT/SC05/7,8697588
NIGCOMSAT,SC05,8,NIGCOMSAT/SC05/8,8781180
NIGCOMSAT,SC05,9,NIGCOMSAT/SC05/9,8864772
NIGCOMSAT,SC05,10,NIGCOMSAT/SC05/10,8948364
NIGCOMSAT,SC05,11,NIGCOMSAT/SC05/11,9031956
NIGCOMSAT,SC04,1,NIGCOMSAT/SC04/1,9968784
NIGCOMSAT,SC04,2,NIGCOMSAT/SC04/2,10110336
NIGCOMSAT,SC04,3,NIGCOMSAT/SC04/3,10251888
NIGCOMSAT,SC04,4,NIGCOMSAT/SC04/4,10393440
NIGCOMSAT,SC04,5,NIGCOMSAT/SC04/5,10534992
NIGCOMSAT,SC04,6,NIGCOMSAT/SC04/6,10676544
NIGCOMSAT,SC04,7,NIGCOMSAT/SC04/7,10818096
